sort,book,chapter,verse,source,target
184586254,JHN,9,14,Now it was the Sabbath day when Jesus made the mud and opened his eyes.,Chikabha chiri chiro che eirimansi akanya ki Yesu yakozire obhudongo nokukomorora ameiso ga wenene.
184586255,JHN,9,15,"Then again the Pharisees asked him how he had received his sight. He said to them, ""He put mud on my eyes, I washed, and I now can see.""","Nibhwo mafarisayo bhamubharize yabhasa ata kurebha. Akabhagambhira,''Akateho obhudongo omumeiso gange, nabha, ati nibhasa kurebha.''"
184586256,JHN,9,16,"Some of the Pharisees said, ""This man is not from God because he does not keep the Sabbath."" Others said, ""How can a man who is a sinner do such signs?"" So there was a division among them.","Abhafarisayo abhandi bhakagambha, ''Omuntu ogu tararugire wa Katonda orwokubha takukwata echiro che eirimansi. ''Abhandi bhakagambha, ''Chakubhasika chita omuntu eine entambhara kukora echereko nkechi?'' obhwo bhebhagana bhonene."
184586257,JHN,9,17,"So they asked the blind man again, ""What do you say about him, since he opened your eyes?"" The blind man said, ""He is a prophet.""","Bhasubha bhamubhaza ogwo eyabheire atakurebha, ''Nogambhao ota ahali wenene obhwokubha yakomorora ameso gawe?'' Atakurebha agambha, ''No omusururirwa.''"
184586258,JHN,9,18,Now the Jews still did not believe about him that he was blind and had received his sight until they called the parents of him who had received his sight.,Mpaka akanya ako abhayuda tibharabhasize kumwesiga kwambha akabha atakurebha yabhasa kurebha mpaka aibhareteire abhazeire bha wenene wenene eyabhweine kurebha.
184586259,JHN,9,19,"They asked the parents, ""Is this your son whom you say was born blind? How then does he now see?""","Bhakabhabhaza abhazeire, Isi, ogu nomwana wanyu oumukugambha kwambha akazarwa atakurebha? abhasize ata kurebha?''"
184586260,JHN,9,20,"So his parents answered them, ""We know that this is our son and that he was born blind.","Obhwo abhazeire bha wenene bhamuorora, ''Nitumanya kwambha ogu nomwana weitu akazarwa atakurebha."
184586261,JHN,9,21,"How he now sees, we do not know, and who opened his eyes, we do not know. Ask him, he is an adult. He can speak for himself.""","Kubha ati narebha, titukumanya, na wenene amukozire arebhe, titukumumanya. Mumubhaze wenene. Nomuntu mukuru. Nabhasa kwegambhirira wenene.''"
184586262,JHN,9,22,"His parents said these things, because they were afraid of the Jews. For the Jews had already agreed that if anyone would confess him to be the Christ, he would be thrown out of the synagogue.","Abhazeire bha wenene bhakagambha ebhintu ebhyo, kubha bhakatina Abhayuda. kubha Abhayuda bhakabha bharamwire kukora, wena wena areikiriza kugambha Yesu ni Kristo, najakwangwa ne ekanisa."
184586263,JHN,9,23,"Because of this, his parents said, ""He is an adult, ask him.""","Arwechi, abhazeire bha wenene bhakagambha, ''Nomuntu mukuru, mumubhaze wenene.''"
184586264,JHN,9,24,"So for a second time they called the man who had been blind and said to him, ""Give glory to God. We know that this man is a sinner.""","Bhamweta omurudi gwa kabhiri,bhamweta ogwo omuntu eyabheire atarikurebha bhamugambhira, ""Omue echitinisa Katonda. Nitumanya omuntu ogu eine entambhara.''"
184586265,JHN,9,25,"Then that man replied, ""I do not know if he is a sinner. One thing I do know: I was blind, and now I see.""","Nibhwo muntu ogwo yahoroire, ""Abhe yeine entambhara, yawe tikumanya. Echintu chimo echikumanya:kinabheire ntakurebha, ati nidebha.''"
184586266,JHN,9,26,"Then they said to him, ""What did he do to you? How did he open your eyes?""","Nibhwo bhamugambhire,''Yakukoreraki?Yakomorora ameiso gawe?''"
184586267,JHN,9,27,"He answered, ""I have told you already, and you did not listen! Why do you want to hear it again? You do not want to become his disciples too, do you?""","Akahorora,
''Tinabhagambhire, imwe timwaurira!Kubhaki nimwenda kwikara muurira? Imwe timukwenda kubha abhegesibhwa bha wenene neimwe, tikwo?"
184586268,JHN,9,28,"They insulted him and said, ""You are his disciple, but we are disciples of Moses.","Bhakamujuma bhagambha, ''Iwe oryomwegesibhwa wa wenene, Chonka itwe turya abhegesibhwa bha musa."
184586269,JHN,9,29,"We know that God has spoken to Moses, but we do not know where this one is from.""","Nitumanya kubha Katonda akagambha na Musa, Chonka omuntu ogu, titukumanya arikuruga.''"
184586270,JHN,9,30,"The man answered and said to them, ""This is remarkable, that you do not know where he is from, and yet he opened my eyes.","Ogwo omuntu akabhahorora nabhagambhira, narwaki, echi nechitu chokusonaza, kugambha timukumanya akuruga, na rebha akomoroire ameiso gange."
184586271,JHN,9,31,"We know that God does not listen to sinners, but if someone worships God and does his will, he listens to him.","Nitumanya kwabha Katonda takubhauririza abheine entambhara, Chonka omuntu wena wena ayeongeire Katoinda nakora ebhigonzo bhya wenene, katonda namuurira."
184586272,JHN,9,32,Since the world began it has never been heard that anyone opened the eyes of a man born blind.,Kuruga okubhanza kwensi tichikazokaga kuurirwa kwambha wena wena yakomorora ameiso go omuntu atakurebha.
184586273,JHN,9,33,"If this man were not from God, he could do nothing.""","Omuntu ogu kakubha atararugire wa Katonda, tiyakukozire chona chona.''"
184586274,JHN,9,34,"They answered and said to him, ""You were completely born in sins, and you are teaching us?"" Then they threw him out.","Bhakamuorora bhamugambhira, ""Okazarwa omuntambhara mazima, neiwe notwegesa itwe?'' Nibhwo bhamubhingire kuruga omukanisa."
184586275,JHN,9,35,"Jesus heard that they had cast him out of the synagogue. He found him and said, ""Do you believe in the Son of Man?""","Yesu akaurira kwambha bhamubhinga omukanisa. Akamubhona amugambhira, ''Noyesiga omwana wo omuntu ?''"
184586276,JHN,9,36,"He replied and said, ""Who is he, Lord, that I may believe in him?""","Akaorora nagambha, ''Noi, Mukama, ili nanye mbhase kumwesiga?''"
184586277,JHN,9,37,"Jesus said to him, ""You have seen him, and it is the one who is speaking with you.""","Yesu akamugambhira, ''Wamubhweine, nawe owokugambha nawe niwe.''"
184586278,JHN,9,38,"The man said, ""Lord, I believe,"" and he worshiped him.","Ogwo omuntu akagambha,'' Mukama, Niyesiga.'' Nibho yamweongeire."
184586279,JHN,9,39,"Jesus said, ""For judgment I came into this world so that those who do not see may see and so that those who see may become blind.""","Yesu akaorora, ''Omukuramura nkeija omunsi eji ili bharinya abhatakwesiga bhabhone kurebha na bharinya abhokurebha bhafe amaiso.''"
184586280,JHN,9,40,"Some of the Pharisees who were with him heard these things and asked him, ""Are we also blind?""","Bhake amafarisayo bhakabha bhari amo na wenene  bhakaurira ebhigambho ebhyo bhamubhaza,'' Isi neitwe titukurebha?''"
184586281,JHN,9,41,"Jesus said to them, ""If you were blind, you would have no sin, but now you say, 'We see,' so your sin remains.""","Yesu abhaorora, ''Kimwakubha mutakurebha, timwakubheire mwine entambhara. Nangu chityo, ati nimugambha,' Niturebha,' entambhara yanyu neikaraho.''"
184590337,JHN,10,1,"""Truly, truly, I say to you, he who does not enter through the gate into the sheep pen, but climbs up some other way, that man is a thief and a robber.","Yesige,Yesige nibhagambhira, orinya atatairemu kurabha amuryango gwe echiraro che entama,Chonka narabha omuanda ogundi, omuntu ogwo no omusuma na akutwaza amani."
184590338,JHN,10,2,He who enters through the gate is the shepherd of the sheep.,Wenene akutaha amuryango nomurisa we entama.
184590339,JHN,10,3,"The gatekeeper opens for him. The sheep hear his voice, and he calls his own sheep by name and leads them out.",Wenene omurebherezi wo omuryango namukomororera. Entama niziurira eiraka ryawenene nayeta entama za wenene na amabhara ga zonene naziteka aheru.
184590340,JHN,10,4,"When he has brought out all his own, he goes ahead of them, and the sheep follow him, for they know his voice.","Karaziteka aeru zilinya eza wenene, nazebhembhera, netama nizimuondera, orwokubha nizimanya eiraka rya wenene."
184590341,JHN,10,5,"They will not follow a stranger but instead they will avoid him, for they do not know the voice of strangers.""","Tibhariondera omugenyi sana nizijakumwetantara, orwokubha tizikumanya eiraka ryo omugenyi.''"
184590342,JHN,10,6,"Jesus spoke this parable to them, but they did not understand what these things were that he was saying to them.","Yesu akagambha echirengeso echi ahali bhonene, chonka tibharamanyire ebhintu ebhi ebhiyabheire nagambha nabho."
184590343,JHN,10,7,"Then Jesus said to them again, ""Truly, truly, I say to you, I am the gate of the sheep.","Asubha agambha nabho Yesu, Yesige, yesige,
nibhagambhira, Nyawe ndyomuryango gwe entama."
184590344,JHN,10,8,"Everyone who came before me is a thief and a robber, but the sheep did not listen to them.","Bhona abhanyebhembheire nabhashuma nabheisi, Chonka entama tizirabhaurire."
184590345,JHN,10,9,"I am the gate. If anyone enters in through me, he will be saved; he will go in and out and will find pasture.","NYawe ndyomuryango. Wena wena akutaamu kurabha akwange, najakurokorwa; najakutaha omunda nokurugamu, nawe najakubhona ebhyokurya."
184590346,JHN,10,10,The thief does not come except to steal and kill and destroy. I have come so that they will have life and have it abundantly.,"Omusuma neija kwibha, kwita, kwitira. Nyizire ili bhagire obhurora kandi bhabhugire bhutariwaho."
184590347,JHN,10,11,I am the good shepherd. The good shepherd lays down his life for the sheep.,Nyawe ndi omurisa murungi. Omurisa omurungi  nataho obhurora bhwa wenene abhwe entama .
184590348,JHN,10,12,"The hired servant is not a shepherd and does not own the sheep. He sees the wolf coming and abandons the sheep and escapes, and the wolf snatches them and scatters them.","Omukozi ateirwe amurimo, ti murisa, entama zitari za wenene, kibhakubhona embheigora  nzija mbhazireka  mbheiruka entama."
184590349,JHN,10,13,He runs away because he is a hired servant and does not care for the sheep.,Ne embhweigora nzizikwata nokuzibheganisa. Mbheiruka orwokubha nabhakozi  bhateirweho tibhakurebherera entama.
184590350,JHN,10,14,"I am the good shepherd, and I know my own, and my own know me.","Nyawe ndi omurisa murungi, nimanya abhali bhange, na abhali bhange nibhamanya nyawe."
184590351,JHN,10,15,"The Father knows me, and I know the Father, and I lay down my life for the sheep.","Tata namanya ,nyawe nimanya  Tata, nanye nitaho obhurora bhwange abhwe entama zange."
184590352,JHN,10,16,"I have other sheep that are not of this sheep pen. I must bring them also, and they will hear my voice so that there will be one flock and one shepherd.","Nyine entama ezidi ezitari ze echiraro echi.Nabho bhasanire, chisanire kubhareta, nabho nibhaja kuurira eiraka  ryange ili abheho echikundi chimo no omurisa omo."
184590353,JHN,10,17,This is why the Father loves me: I lay down my life so that I may take it again.,Eji niyo nsonga Tata nanyenda: Nitaho  obhurora bhange  arafu mbhutware tena.
184590354,JHN,10,18,"No one takes it away from me, but I lay it down of myself. I have authority to lay it down, and I have authority to take it up again. I have received this command from my Father.""","Tariho  akubhutwara kurunga owange, Chonka nyawe nitaho nyawe. Nyine obhubhasa bhwokwiyaho, nyine obhubhasa  kubhutwara kandi.Nkwasire echiragiro kuruga owa Tata.''"
184590355,JHN,10,19,A division again occurred among the Jews because of these words.,Okwebhagana okundi kukazoka omuri abhayuda obhwe ebhigambho ebhyo.
184590356,JHN,10,20,"Many of them said, ""He has a demon and is insane. Why do you listen to him?""","Bheingi  bhabho bhakagambha, ''Eine abhazimu nomuraru. Kubhaki nimumuuliliza?''"
184590357,JHN,10,21,"Others said, ""These are not the words of a demon-possessed man. Can a demon open the eyes of the blind?""","Abhandi bhakagambha, ''Ebhi tibhigambho  bhyo omuntu eine abhazimu. Omuzimu gwa kukomorora amaiso gatakurebha?''"
184590358,JHN,10,22,"Then it was time for the Festival of the Dedication in Jerusalem. It was winter,",Nibhwo yeizire echiro chikuru cho okutekwa wakfu  Yerusalemu.
184590359,JHN,10,23,and Jesus was walking in the temple in the porch of Solomon.,"Gakabha gari amakiro ge ebheho, na Yesu akabha natambhuka omukanisa omwitanganiro rya Selemani."
184590360,JHN,10,24,"Then the Jews surrounded him and said to him, ""How long will you hold us doubting? If you are the Christ, tell us openly.""","Niho abhayuda bhamuzigatire mbhamugambhira, ''Mpaka ryali kutwikaza omuwasi wasi?Iwe korabha ori Kristo, tugambhire ."
184590361,JHN,10,25,"Jesus replied to them, ""I told you, but you do not believe. The works that I do in the name of my Father, these testify concerning me.","Yesu ahorora, ""Nabhagambhire chonka timukwesiga. Emirimo eyonkozire omwibhara rya Tata wange, ezo nizijurira ahali nyawe."
184590362,JHN,10,26,Yet you do not believe because you are not my sheep.,Nangu chityo timukwesiga orwokubha imwe timuri ntama zange.
184590363,JHN,10,27,"My sheep hear my voice; I know them, and they follow me.","Entama zange niziurira eiraka ryange; nibhamanya, nabho nibhamupondera nyawe."
184590364,JHN,10,28,"I give them eternal life; they will never die, and no one will snatch them out of my hand.","Mbhaeire obhurora bhutawaho; tibhari fafarikana eila neila, tariho nomo arabhanyia omumikono yange."
184590365,JHN,10,29,"My Father, who has given them to me, is greater than all others, and no one is able to snatch them out of the hand of the Father.","Tata wange, eyampeire abho, ni mukuru kusaga abhandi bhona, tariho nomo eine obhubhasa  kubheiya omumikono ya Tata."
184590366,JHN,10,30,"I and the Father are one.""",Inye na Tata turi bhamo.''
184590367,JHN,10,31,Then the Jews took up stones again to stone him.,Bhakwata amabhare ili bhagamutere.
184590368,JHN,10,32,"Jesus answered them, ""I have shown you many good works from the Father. For which of those works are you stoning me?""","Yesu akabhaorora, ''Nabherekire emirimo zingi zirungi kuruga owa Tata. Nimirimoki omuri ezo nimwenda kutera amabhare?''"
184590369,JHN,10,33,"The Jews answered him, ""We are not stoning you for any good work, but for blasphemy, because you, a man, are making yourself God.""","Abhayuda bhamuorora, ''Titukukutera mabhare arwo omurimo gurungi, Chonka arwokwanga,orwensonga iwe,aryo omuntu, noyekora kubha Katonda.''"
184590370,JHN,10,34,"Jesus answered them, ""Is it not written in your law, 'I said, ""You are gods""'?","Yesu akabhaorora, ""Tichiraandikirwe omumuku gwanyu,' Nkagambha, ""Imwe muri bhakatonda'''?''"
184590371,JHN,10,35,"If he called them gods, to whom the word of God came (and the scripture cannot be broken),","Karabha yabhesire bha katonda, bharinya abhe echigambho cha Katonda  chikabheizira(ne echigambho tichibhasa kuendwa),"
184590372,JHN,10,36,"do you say to him whom the Father set apart and sent into the world, 'You are blaspheming,' because I said, 'I am the Son of God'?","nimugambha ahali bhirinya ebhyo Tata akamutaho nokumutweka eije omunsi, 'Nobhyanga, 'orwensonga nkagambha, 'nyawe ndi omwana wa Katonda'?"
184590373,JHN,10,37,"If I am not doing the works of my Father, do not believe me.","''Kidabha tikukora emirimo ya Tata wange, mutanyesiga."
184590374,JHN,10,38,"But if I am doing them, even if you do not believe me, believe in the works so that you may know and understand that the Father is in me and that I am in the Father.""","Nangu chityo, kidabha nizikora, nimurabha mutakunyesiga, yesige emirimo ili mubhase kumanya kwabha Tata ari omunda yange nanye omunda yawenene Tata.''"
184590375,JHN,10,39,"They tried to seize him again, but he went away out of their hand.","Bhasubha bharengesa kumukwata Yesu, Chonka akabharuga omubhyara ayegendera."
184590376,JHN,10,40,"He went away again beyond the Jordan to the place where John had first been baptizing, and he stayed there.","Yesu akegendera tena bhuseri ya Yordani
echichweka chi Yohana yabheire nabhatiza mbhere, ayekarira okwo."
184590377,JHN,10,41,"Many people came to him and they said, ""John indeed did no signs, but all the things that John has said about this man are true.""","Abhantu bheingi bhakeija owa Yesu.Bhakagenderera kugambha, ''Yohana mazima torayerekire chona chona, Chonka ebhintu bhyona ebhiwagambhire Yohana aha muntu ogu na amazima.''"
184590378,JHN,10,42,Many people believed in him there.,Abhantu bheingi bhakesiga Yesu obhwo.
184594433,JHN,11,1,"Now a certain man named Lazarus was sick. He was from Bethany, the village of Mary and her sister Martha.","Omuntu omo eibhara rya wenene ni Lazaro akabha arweire. Akaruga Bethania, omucharo cha Mariamu na mkuruwe Marita."
184594434,JHN,11,2,"It was Mary who anointed the Lord with myrrh and wiped his feet with her hair, whose brother Lazarus was sick.","Akabha ari Mariamu wenene wenene eyasigire Mukama marhamu nokumuragaza amaguru ga wenene ne eisoke rya wenene, obhwo murumuna wa wenene Lazaro akabha arweire."
184594435,JHN,11,3,"The sisters then sent for Jesus, saying, ""Lord, see, he whom you love is sick.""","Nibhwo abhesiki abha bhatwekire abhantu owa Yesu agambha, ''Mukama, rebha ogu owoyenda nasasa.''"
184594436,JHN,11,4,"When Jesus heard it, he said, ""This sickness is not to death, but instead it is for the glory of God so that the Son of God may be glorified by it.""","Yesu kiyaurire akagambha, ''Endwara eji tiyarufu, Chonka, sana nobhwechitinisa cha Katonda ili omwana wa Katonda abhone echitinisa kurabhira omubhurweire obhu.''"
184594437,JHN,11,5,Now Jesus loved Martha and her sister and Lazarus.,Yesu akenda Martha na mukuru wawe na Lazaro.
184594438,JHN,11,6,"So when he heard that Lazarus was sick, Jesus stayed two more days in the place where he was.","Kiyaurire kwabha Lazaro arweire, Yesu akasaguza ebhilo bhibhili ahiyabheire ali."
184594439,JHN,11,7,"Then after this, he said to the disciples, ""Let us go to Judea again.""","Echi kichaweire akabhagambhira abhegesibhwa bhawenene, ''Tusubhe bhuyuda tena.''"
184594440,JHN,11,8,"The disciples said to him, ""Rabbi, right now the Jews are trying to stone you, and you are going back there again?""","Abhegesibhwa bhamugambhira, ''Rabhi, Abhayuda bhakabha nibharengesa kukutera amabhare,neiwe noyenda kusubha okwo?''"
184594441,JHN,11,9,"Jesus answered, ""Are there not twelve hours of light in a day? If someone walks in the daytime, he will not stumble, because he sees by the light of this world.","Yesu ahorora, Akanya ko omusana ti ikumi neibhili? Omuntu akubhura omumusana tabhasa kusitara, obhwokubha narebha no omusana gwa bhwamusana."
184594442,JHN,11,10,"However, if he walks at night, he will stumble because the light is not in him.""","Nangu chityo, karabha aratabhuka omuchiro, najakusitara okwokubha omusana tiguri omunda yawenene.''"
184594443,JHN,11,11,"He said these things, and after these things, he said to them, ""Our friend Lazarus has fallen asleep, but I am going so that I may wake him out of sleep.""","Yesu akagambha ebhintu ebhi, ebhi kibhwaweire, abhagambhira, ""Munywanyi weitu Lazaro anyamile, Chonka nagenda ili mbhase kumwimucha kuruga omuturo.''"
184594444,JHN,11,12,"The disciples therefore said to him, ""Lord, if he has fallen asleep, he will recover.""","Niho abhegesibhwa bhamugambhire, ''Mukama, karabha anyamire, neija kwimuka."
184594445,JHN,11,13,"Now Jesus had spoken of his death, but they thought that he was speaking about the sleep of resting.","Akanya ako Yesu akabha nafumora efomoro yo orufu rwa Lazaro, Chonka bhonene bhakamanya nafumora achikwasire okunyama oturo."
184594446,JHN,11,14,"Then Jesus said to them plainly, ""Lazarus is dead.","Nibhwo Yesu yafumoire nabho zitari nserekwa, ''Lazaro yafa."
184594447,JHN,11,15,"I am glad, for your sakes, that I was not there so that you may believe. Let us go to him.""","Nyine ebhyera aharwanyu, kugambha nkabhantariyo kurinya ili kwabha mbhone kwesiga. Tugende owawenene.''"
184594448,JHN,11,16,"Thomas, who was called Didymus, said to his fellow disciples, ""Let us also go so that we may die with Jesus.""","Obhwo Tomasi, Eyayesirwe omurongo, akabhagambhira abhegesibhwa bhatai bha wenene, ''Neitwe tugende tufe amo na Yesu.''"
184594449,JHN,11,17,"When Jesus came, he found that Lazarus had already been in the tomb for four days.","Yesu kiyeizire, akasanga Lazaro bharamuzikire omuchituro chikabha chili chiro chakana."
184594450,JHN,11,18,"Now Bethany was near Jerusalem, about fifteen stadia away.",Nawe Bethania ekabha eri ehi na Yerusalemu obhureigwa bhwe ekilometa gana neitano nkezo.
184594451,JHN,11,19,"Many of the Jews had come to Martha and Mary, to comfort them about their brother.",Bheingi omuryabho abhayuda bhakeija owa martha na mariamu kubhakwasa abhwamurumuna wabho.
184594452,JHN,11,20,"Then Martha, when she heard that Jesus was coming, went to meet him, but Mary was sitting in the house.","Obhwo Martha kiyaurire kwabha Yesu neija, akagenda kutanganwa na wenene, Chonka Mariamu akagenderera kwikara ahanju."
184594453,JHN,11,21,"Martha then said to Jesus, ""Lord, if you had been here, my brother would not have died.","Nibho Martha yamugambhire Yesu, ""Mukama, kubha wabheire oryaha, murumuna wange omusigazi tiyakufire."
184594454,JHN,11,22,"Even now, I know that whatever you ask from God, he will give to you.""","Mpaka ati, nimanya chona chona echorasabha kuruga owa Katonda, najakukua.''"
184594455,JHN,11,23,"Jesus said to her, ""Your brother will rise again.""","Yesu amugambhira, murumuna wawe omusigazi neija kuibhurwa.''"
184594456,JHN,11,24,"Martha said to him, ""I know that he will rise again in the resurrection on the last day.""","Martha akamugambhira, nimanya neijakuibhuka omukuibhurwa  omuchiro chezindo.''"
184594457,JHN,11,25,"Jesus said to her, ""I am the resurrection and the life; he who believes in me, even if he dies, will live;","Yesu amugambhira, ""Nyawe ndi omuibhuzi no obhurora; wena akwesiga, niyakufa, nangu chityo najakubha natura;"
184594458,JHN,11,26,"and whoever lives and believes in me will never die. Do you believe this?""","na wena akutura no kunyesiga nyawe tarifa. Noyesiga echi?"""
184594459,JHN,11,27,"She said to him, ""Yes, Lord, I believe that you are the Christ, the Son of God, who is coming into the world.""","Amugambhira, ''Nikwo, Mukama niyesiga kwabha iwe ni Kristo, Omwana wa Katonda, wenene akwija omunsi.''"
184594460,JHN,11,28,"When she had said this, she went away and called her sister Mary privately. She said, ""The Teacher is here and is calling for you.""","Kiyamazire kugambha echo, akegendera ayeta ayetamukuru wa mariamu aheserekire. Agambha, ''Omwegesa aryaha nakweta.''"
184594461,JHN,11,29,"When she heard this, she got up quickly and went to him.","Mariamu kiyaurire ebhyo, akeimuka bhwangu agenda owa Yesu."
184594462,JHN,11,30,Now Jesus had not yet come into the village but was still in the place where Martha had met him.,"Na Yesu akabha atakeizire omu charo, sana akabha achali echichweka chiyatangweine Martha."
184594463,JHN,11,31,"So when the Jews, who were with her in the house and who were comforting her, saw Mary getting up quickly and going out, they followed her, thinking that she was going to the tomb to weep there.","Nibhwo abhayuda abhabheire bheine mariamu omunju na bharinya abhabheire mbhamurundana,
Kibhamubhweine nemuka bhwangu  kuja aeru,bhakamuondera; bhakamanya kwambha nagenda achituro kuririla okwo."
184594464,JHN,11,32,"When Mary came to the place where Jesus was and saw him, she fell down at his feet and said to him, ""Lord, if you had been here, my brother would not have died.""","Niho Mariamu, kiyagobhire arinya Yesu aiyabheire ali akamubhona, ""Mukama, kubha wabheire oryaha, murumuna wange tiyakufire.''"
184594465,JHN,11,33,"When Jesus saw her weeping, and the Jews who came with her also weeping, he was deeply moved in his spirit and was troubled;","Yesu kiyamubhweine narira, na abhayuda abheizire amo na wenene bhakabha nibharira, akasasira omumutima akashasha;"
184594466,JHN,11,34,"he said, ""Where have you laid him?"" They said to him, ""Lord, come and see.""","agambha, ""Mwamunyamika nkai? bhamugambhira, Mukama, ija orebhe.''"
184594467,JHN,11,35,Jesus wept.,Yesu arila.
184594468,JHN,11,36,"Then the Jews said, ""See how much he loved Lazarus!""","Abhayuda bhakagambha, Rebha okwoyabheire nayenda Lazaro!''"
184594469,JHN,11,37,"But some of them said, ""Could not this man, who opened the eyes of a blind man, also have made this man not die?""","Chonka  abhandi omuri bhonene akagambha, ""tiwogu, eyakomoroire ameiso go omuntu eyabheire atakurebha, yaremwa kumukora atafa?''"
184594470,JHN,11,38,"Then Jesus again, being deeply moved in himself, went to the tomb. Now it was a cave, and a stone lay against it.","Obhwo yesu, akabha nasasa omunda ya wenene,agenda achituro. rukabha ruri orusa, neibhare likabha liteirwe ahiguru ye echituro."
184594471,JHN,11,39,"Jesus said, ""Take away the stone."" Martha, the sister of Lazarus, the one who had died, said to Jesus, ""Lord, by this time the body will be decaying, for he has been dead for four days.""","Yesu agambha, Mwiyeho eibhare. ''Martha, munyaya wa Lazaro, wenene eyafire, amugambhira Yesu,Mukama, omukanya aka, omubhili niguja kubha gwafile, orwokubha echi nechiro cha kana.''"
184594472,JHN,11,40,"Jesus said to her, ""Did I not say to you that, if you believed, you would see the glory of God?""","Yesu amugambhira, ''Nyawe tidabhagambhire kwambha, kimurayesiga, nimujakubhona echitinisa cha Katonda?''"
184594473,JHN,11,41,"So they took away the stone. Jesus lifted up his eyes and said, ""Father, I thank you that you listened to me.","Bheyaho ebhare ,Yesu  arebha ahiguru agambha, ''Tata, nikusima obhwokubha nourikiliza."
184594474,JHN,11,42,"I knew that you always listen to me, but it is because of the crowd that is standing around me that I said this, so that they may believe that you have sent me.""","Nimanya nopurikiliza ebhiro bhyona, chonka arwensonga  ye ebhaga  eyemereire  ezigatire nagambha ebhi, ili bhabhase kwesiga kugira gu iwe otumire.''"
184594475,JHN,11,43,"After he had said this, he cried out with a loud voice, ""Lazarus, come out!""","Kiyamazire kugambha ebhyo, akarira neiraka riyango, ''Lazaro, ija aeru!''"
184594476,JHN,11,44,"The dead man came out; his feet and hands were bound with cloths, and his face was bound about with a cloth. Jesus said to them, ""Untie him and let him go.""","Omufu akeija aeru akomire emikono na amaguru akomeise esanda ezokuzikiramu, no obhuso bhwa wenene bhukabha bhukomire ne echitambhara. ''Yesu amugambhira,
''Mukomorore mumureke agende.''"
184594477,JHN,11,45,"Then many of the Jews who came to Mary, and saw what Jesus did, believed in him.","Abhayuda bheingi bhakeija ahali Mariamu bharebha Yesu echiyakozire, bhakamwesiga;"
184594478,JHN,11,46,But some of them went away to the Pharisees and told them the things that Jesus had done.,Chonka abhandi bhakagenda omubhafarisayo bhabhagambhira ebhintu ebhiyakozire Yesu.
184594479,JHN,11,47,"Then the chief priests and the Pharisees gathered the council together and said, ""What will we do? This man does many signs.","Abhakuru bha amakuhani na amafarisayo bherundana amo omurubharaza bhagambha,
''Tukoreki? Omuntu ogu nayereka bhingi."
184594480,JHN,11,48,"If we leave him alone like this, all will believe in him; the Romans will come and take away both our place and our nation.""","Kituramureka tuti wenene wenka,bhona mbhajakumwesiga; Abharoma mbheija kutwara bhyona ne echichweka chitu ne eiyanga ryeitu.''"
184594481,JHN,11,49,"However, a certain man among them, Caiaphas, who was high priest that year, said to them, ""You know nothing.","Nangu chityo, omuntu omo omuri bhonene, Kayafa, eyabheire ari kuhani omukuru omwaka ogwo, amugambhira,"" Timukumanya chona chona ."
184594482,JHN,11,50,"You do not consider that it is better for you that one man dies for the people than that the whole nation perishes.""",Timukutekereza kwambha chiseine arwanyu  omuntu omo aseine kufa abhwa abhantu  kuriko eiyanga ryona kufafarikana.''
184594483,JHN,11,51,"Now this he said not from himself. Instead, being high priest that year, he prophesied that Jesus should die for the nation;","Ebhi torabhigambhire abhwesonga ya wenene, sana, arwokubha akabha ari kuhani omukuru omwaka gurinya, akarekwa kwambha Yesu neija kufa  abhweiyanga;"
184594484,JHN,11,52,"and not only for the nation, but so that the children of God who are scattered would be gathered together into one.","na tikwaiyanga ryonka, sana yesu abhone kubharundana abhana bha Katonda abhenaganagire ebhichweka chweka."
184594485,JHN,11,53,So from that day onward they planned how to put Jesus to death.,Kubhandiza echiro echo nokugenderera bhateka teka okwobharamwita Yesu.
184594486,JHN,11,54,"No longer did Jesus walk openly among the Jews, but he departed from there into the country near to the wilderness into a town called Ephraim. There he stayed with the disciples.","Yesu akabha atachitambhuka  nayezora omubhayuda, sana akagenda omuchigo echabhweire chiri ei neirungu  omuchigo cha Efraimu. Aho akeikaryo na abhegesibhwa."
184594487,JHN,11,55,"Now the Passover of the Jews was near, and many went up to Jerusalem from the country before the Passover in order to purify themselves.","Pasaka ya Abhayuda ekabha yeizire kugobha, nabhandi bhagenda Yerusalemu aeru ye echigo Pasaka etakagobhire ili bhabhase kusabha obhuganyizi bhonene."
184594488,JHN,11,56,"They were looking for Jesus and speaking one with another as they stood in the temple: ""What do you think? That he will not come to the festival?""","Bhakabha nibhamuiga Yesu, bhafumora bhuryomo kibhabheire bhemereire omukanisa,
''Nimutekerezaki? Kugira ngu najakwija omuchiro chikuru?''"
184594489,JHN,11,57,"Now the chief priests and the Pharisees had given an order that if anyone knew where Jesus was, he should report it so that they might seize him.","Akanya ako abhakuru bha amakuhani na amafarisayo bhakabha bhateireo omuango wena aramanya Yesu ahali, asanire kutugambira tubhase kumukwata."
184598529,JHN,12,1,"Six days before the Passover, Jesus came to Bethany, where Lazarus was, whom Jesus had raised from the dead.","Ebhilo mukaga epasaka etakagobhire, Yesu akagenda Bhethania, aiyabheire ali Lazaro, wenene ohuyazikwire kuruga omubhafu."
