sort,book,chapter,verse,es-419,en
184565777,JHN,4,17,"La mujer contestó, diciendo: ""No tengo esposo."" Jesús le respondió: ""Tienes razón al decir: 'No tengo esposo',","The woman answered and said to him, ""I do not have a husband."" Jesus replied, ""You have said correctly, 'I have no husband,'"
184565778,JHN,4,18,"porque has tenido cinco esposos, y el que ahora tienes, no es tu esposo. Lo que has dicho es cierto.""","for you have had five husbands, and the one you now have is not your husband. What you have said is true."""
184565779,JHN,4,19,"La mujer le dijo: ""Señor, veo que eres profeta.","The woman said to him, ""Sir, I see that you are a prophet."
184565780,JHN,4,20,"Nuestros padres adoraron en esta montaña, pero tú dices que Jerusalén es el lugar donde la gente debe adorar.""","Our fathers worshiped on this mountain, but you say that Jerusalem is the place where people have to worship."""
184565781,JHN,4,21,"Jesús le dijo: ""Mujer, créeme, que la hora vendrá en que ustedes no adorarán al Padre ni en esta montaña ni en Jerusalén.","Jesus said to her, ""Believe me, woman, that an hour is coming when you will worship the Father neither on this mountain nor in Jerusalem."
184565782,JHN,4,22,"Ustedes adoran lo que no conocen. Nosotros adoramos lo que conocemos, porque la salvación viene de los judíos.","You worship what you do not know. We worship what we know, for salvation is from the Jews."
184565783,JHN,4,23,"Sin embargo, la hora viene, y ahora es, cuando los verdaderos adoradores adorarán al Padre en espíritu y verdad, porque el Padre está buscando a tales personas para que sean sus adoradores.","However, the hour is coming, and is now here, when true worshipers will worship the Father in spirit and truth, for the Father is seeking such people to be his worshipers."
184565784,JHN,4,24,"Dios es espíritu, y la gente que le adora debe adorarle en espíritu y verdad.""","God is Spirit, and the people who worship him must worship in spirit and truth."""
184565785,JHN,4,25,"La mujer le dijo: ""Sé que el Mesías viene, el que es llamado Cristo. Cuando Él venga, Él nos explicará todas las cosas.""","The woman said to him, ""I know that the Messiah is coming (the one called Christ). When he comes, he will explain everything to us."""
184565786,JHN,4,26,"Jesús le dijo: ""Yo soy, el que habla contigo.""","Jesus said to her, ""I am he, the one speaking to you."""
184565787,JHN,4,27,"En ese momento sus discípulos regresaron. Ahora, ellos se preguntaban porque Él estaba hablando con una mujer, pero ninguno preguntó: ""¿Qué quieres?"" o ""¿Por qué hablas con ella?""","At that moment his disciples returned. Now they were wondering why he was speaking with a woman, but no one said, ""What are you looking for?"" or ""Why are you speaking with her?"""
184565788,JHN,4,28,"Así que la mujer dejó su cántaro de agua, y regresó a la ciudad, y dijo a la gente:","So the woman left her water pot, went back to the town, and said to the people,"
184565789,JHN,4,29,"""Vengan, vean a un hombre que me ha dicho todas las cosas que he hecho ¿No será éste el Cristo""?","""Come, see a man who told me everything that I have ever done. This could not be the Christ, could it?"""
184565790,JHN,4,30,Ellos salieron de la ciudad y vinieron a Él.,They left the town and came to him.
184565791,JHN,4,31,"Mientas tanto, los discípulos le insistieron diciendo: ""Rabí, come.""","In the meantime, the disciples were urging him, saying, ""Rabbi, eat."""
184565792,JHN,4,32,"Pero Él, les dijo: ""Tengo una comida para comer que ustedes no conocen.""","But he said to them, ""I have food to eat that you do not know about."""
184565793,JHN,4,33,"Así que, los discípulos se decían unos a otros: ""¿Nadie le ha traído algo para comer, o ellos sí?''","So the disciples said to each other, ""No one has brought him anything to eat, have they?"""
184565794,JHN,4,34,"Jesús les dijo: ""Mi comida es hacer la voluntad del que me envió y completar su trabajo.","Jesus said to them, ""My food is to do the will of him who sent me and to complete his work."
184565795,JHN,4,35,"¿No dicen ustedes: 'Faltan cuatro meses más y entonces llega la cosecha?' Yo les digo: '¡levanten la mirada y vean los campos, que ya están maduros para la cosecha!","Do you not say, 'There are four more months and then the harvest comes'? I am saying to you, look up and see the fields, for they are already ripe for harvest!"
184565796,JHN,4,36,"Aquel que cosecha recibe pago y recoge frutos para vida eterna, de manera que el que siembra y el que cosecha puedan regocijarse juntos.","He who is harvesting receives wages and gathers fruit for everlasting life, so that he who sows and he who reaps may rejoice together."
184565797,JHN,4,37,"""Pues en esto, el dicho: 'Uno siembra y otro cosecha,' es cierto.","For in this the saying, 'One sows, and another reaps,' is true."
184565798,JHN,4,38,"Yo les envié a cosechar lo que no han trabajado. Otros han trabajado, y ustedes han entrado en su labor.""","I sent you to reap what you have not worked for. Others have labored, and you have entered into their labor."""
184565799,JHN,4,39,"Muchos de los samaritanos en esa ciudad creyeron en Él por lo que la mujer testificó hablando de Él: ""Él me dijo todo lo que he hecho.""","Many of the Samaritans in that city believed in him because of the report of the woman who was testifying, ""He told me everything that I have done."""
184565800,JHN,4,40,"Así que cuando los samaritanos vinieron a Él, le imploraron que se quedara con ellos, y Él se quedó allí por dos días.","So when the Samaritans came to him, they asked him to stay with them, and he stayed there two days."
184565801,JHN,4,41,Y muchos más creyeron por Su palabra.,Many more believed because of his word.
184565802,JHN,4,42,"Ellos le decían a la mujer: ""No creemos solamente por lo que dijiste, sino que nosotros mismos hemos escuchado, y sabemos que Éste es en verdad el Salvador del mundo.""","They said to the woman, ""We no longer believe because of what you said, for we ourselves have heard, and we know that this one is indeed the Savior of the world."""
184565803,JHN,4,43,Después de esos dos días Él salió de allí hacia Galilea.,"After those two days, he departed from there for Galilee."
184565804,JHN,4,44,Porque Jesús mismo había declarado que un profeta no tiene honor en su propia tierra.,For Jesus himself declared that a prophet has no honor in his own country.
184565805,JHN,4,45,"Cuando Él llegó a Galilea, los galileos le dieron la bienvenida. Ellos habían visto todas las cosas que Él había hecho en la fiesta, en Jerusalén, porque ellos también habían ido a la fiesta.","When he came into Galilee, the Galileans welcomed him. They had seen all the things that he had done in Jerusalem at the festival, for they had also gone to the festival."
184565806,JHN,4,46,"Ahora, Él volvió a Caná de Galilea, donde convirtió el agua en vino. Había allí un oficial real cuyo hijo estaba enfermo en Capernaúm.","Now he came again to Cana in Galilee, where he had made the water wine. There was a certain royal official whose son in Capernaum was ill."
184565807,JHN,4,47,"Cuando escuchó que Jesús había venido de Judea a Galilea, fue a Jesús y le imploró que bajara y sanara a su hijo que estaba a punto de morir.","When he heard that Jesus had come from Judea to Galilee, he went to Jesus and asked him to come down and heal his son, who was about to die."
184565808,JHN,4,48,"Jesús entonces le dijo: ""A menos que vean señales y prodigios, ustedes no creerán.""","Jesus then said to him, ""Unless you see signs and wonders, you will not believe."""
184565809,JHN,4,49,"El oficial le dijo: ""Señor, ven antes que mi hijo muera""","The royal official said to him, ""Sir, come down before my child dies."""
184565810,JHN,4,50,"Jesús le dijo: ""Vete; tu hijo vive."" El hombre creyó la palabra que Jesús le dijo y se fue.","Jesus said to him, ""Go. Your son lives."" The man believed the word that Jesus spoke to him, and he went away."
184565811,JHN,4,51,"Cuando él iba bajando, sus sirvientes le salieron al encuentro, diciéndole que su hijo vivía.","While he was going down, his servants met him, saying that his son was living."
184565812,JHN,4,52,"Así que él les preguntó la hora en que comenzó a mejorar. Ellos le contestaron: ""Ayer, como a la séptima hora la fiebre lo abandonó.""","So he asked them the hour when he began to improve. They replied to him, ""Yesterday at the seventh hour the fever left him."""
184565813,JHN,4,53,"Entonces el padre se dio cuenta que esa fue la hora en que Jesús le dijo: ""Tu hijo vive."" Así que él y toda su casa creyeron.","Then the father realized that it was at that hour that Jesus had said to him, ""Your son lives."" So he himself and his whole household believed."
184565814,JHN,4,54,Esta fue la segunda señal que Jesús hizo cuando salió de Judea a Galilea.,This was the second sign that Jesus did when he came out of Judea to Galilee.
184569857,JHN,5,1,"Después de esto, era la fiesta de los judíos y Jesús subió a Jerusalén.","After this there was a Jewish festival, and Jesus went up to Jerusalem."
184569858,JHN,5,2,"Ahora, en Jerusalén al lado de la puerta de las ovejas, hay un estanque llamado Betesda en hebreo, que tenía cinco pórticos.","Now in Jerusalem by the sheep gate there is a pool, which in the Aramaic language is called Bethesda, and it has five roofed porches."
184569859,JHN,5,3,"Un gran número de personas que estaban enfermas, ciegos, cojos o paralíticos que estaban allí, esperaban el movimiento del agua.","A large number of people who were sick, blind, lame, or paralyzed were lying there. "
184569860,JHN,5,4,"Porque un ángel del Señor bajaba y movía las aguas en ciertos momentos, y cualquiera que entrara al agua, mientras el agua estaba turbulenta, era sanado de cualquier enfermedad que sufriera.",
184569861,JHN,5,5,Había allí cierto hombre que había estado enfermo por treinta y ocho años.,A certain man was there who had been sick for thirty-eight years.
184569862,JHN,5,6,"Cuando Jesús lo vio acostado allí, y después de darse cuenta que había estado allí por un largo tiempo, Él dijo: ""¿Quieres ser sano?""","When Jesus saw him lying there, and after he realized that he had been there a long time, he said to him, ""Do you want to be healthy?"""
184569863,JHN,5,7,"El hombre enfermo contestó: ""Señor, no tengo a nadie que me meta en el estanque cuando el agua es agitada. Cuando yo llego, otro entra antes que yo.""","The sick man replied, ""Sir, I do not have anyone to put me into the pool when the water is stirred up. When I come, another steps down before me."""
184569864,JHN,5,8,"Jesús le dijo: ""levántate, toma tu camilla, y anda.""","Jesus said to him, ""Get up, take up your bed, and walk."""
